,CELL TYPE,A172,BT474,BV2,Huh7,MCF7,SHSY5Y,SkBr3,SKOV3
0,A172,0.281576376639954,0.22489535508532418,0.3360854423939335,0.10534368422737121,0.34645559398247966,0.41675285531129036,0.3801486359254411,0.23643396618484006
1,BT474,0.24166370863434725,0.1776787222538735,0.2932050490579082,0.09689262054684385,0.27523996350005353,0.3649604124636659,0.33871591704503684,0.21826910822283302
