,CELL TYPE,A172,BT474,BV2,Huh7,MCF7,SHSY5Y,SkBr3,SKOV3
0,A172,0.6786707807600854,0.3910081446358929,0.30896940855913735,0.3208134930311804,0.5058459829124426,0.491059230290008,0.49560698899107275,0.7406748006271707
1,BT474,0.6786707807600854,0.3910081446358929,0.30896940855913735,0.3208134930311804,0.5058459829124426,0.491059230290008,0.49560698899107275,0.7406748006271707
