,CELL TYPE,A172,BT474,BV2,Huh7,MCF7,SHSY5Y,SkBr3,SKOV3
0,A172,0.1850161673724403,0.11711088107632658,0.15398026900541587,0.05887791133257723,0.19190126929509818,0.2730259209313969,0.1751961078140095,0.17032320672603893
1,BT474,0.1850161673724403,0.11711088107632658,0.15398026900541587,0.05887791133257723,0.19190126929509818,0.2730259209313969,0.1751961078140095,0.17032320672603893
