,CELL TYPE,A172,BT474,BV2,Huh7,MCF7,SHSY5Y,SkBr3,SKOV3
0,A172,0.6788825592108618,0.39103204419936854,0.309162440868368,0.32081925317932786,0.506118775058835,0.49141294985601713,0.49570195994360167,0.7406890203296562
1,BT474,0.7359839660952532,0.5335655032637894,0.3564281709945332,0.36817940042036595,0.6213287057364375,0.5324793139057482,0.5691675983852051,0.742574351912725
